Date,HH,MM,SS,Fc5.[uV],Fc3.[uV],Fc1.[uV],Fcz.[uV],Fc2.[uV],Fc4.[uV],Fc6.[uV],C5..[uV],C3..[uV],C1..[uV],Cz..[uV],C2..[uV],C4..[uV],C6..[uV],Cp5.[uV],Cp3.[uV],Cp1.[uV],Cpz.[uV],Cp2.[uV],Cp4.[uV],Cp6.[uV],Fp1.[uV],Fpz.[uV],Fp2.[uV],Af7.[uV],Af3.[uV],Afz.[uV],Af4.[uV],Af8.[uV],F7..[uV],F5..[uV],F3..[uV],F1..[uV],Fz..[uV],F2..[uV],F4..[uV],F6..[uV],F8..[uV],Ft7.[uV],Ft8.[uV],T7..[uV],T8..[uV],T9..[uV],T10.[uV],Tp7.[uV],Tp8.[uV],P7..[uV],P5..[uV],P3..[uV],P1..[uV],Pz..[uV],P2..[uV],P4..[uV],P6..[uV],P8..[uV],Po7.[uV],Po3.[uV],Poz.[uV],Po4.[uV],Po8.[uV],O1..[uV],Oz..[uV],O2..[uV],Iz..[uV]
12/08/2009,16,15,0.93125,-51,-52,-40,-51,-36,-21,-16,-68,-50,-54,-51,-49,-29,-19,-49,-58,-55,-58,-35,-38,-22,-19,-13,11,-31,-30,-36,-18,-3,-10,-45,-46,-50,-43,-33,-30,-32,-44,-58,-37,-39,-34,-36,12,-36,-16,-62,-62,-54,-61,-65,-47,-40,-32,-27,-87,-88,-82,-51,-62,-95,-67,-23,-39
12/08/2009,16,15,0.9375,-52,-52,-42,-53,-42,-32,-38,-55,-48,-55,-58,-47,-29,-20,-45,-57,-56,-56,-35,-34,-15,-8,-17,4,-15,-16,-30,-22,-14,-1,-39,-39,-33,-29,-25,-22,-35,-25,-36,-27,-24,-1,-39,6,-37,2,-63,-50,-35,-43,-44,-30,-20,-15,-14,-73,-70,-61,-36,-53,-97,-70,-33,-36
12/08/2009,16,15,0.94375,-39,-32,-24,-31,-21,-16,-29,-32,-26,-37,-42,-32,-15,-12,-29,-48,-44,-46,-27,-26,-15,-17,-21,-4,-20,-20,-34,-26,-19,-10,-49,-42,-39,-35,-31,-32,-40,-30,-57,-41,-83,-35,-27,3,-53,-21,-84,-65,-54,-63,-66,-54,-46,-42,-47,-95,-93,-89,-61,-72,-100,-72,-41,-30
12/08/2009,16,15,0.95,-55,-50,-33,-46,-36,-31,-32,-70,-49,-51,-51,-50,-32,-27,-62,-63,-56,-58,-37,-39,-25,-13,-13,10,-12,-13,-29,-12,5,0,-34,-40,-33,-31,-24,-21,-14,-12,-41,-16,-28,8,-14,-21,-26,-12,-69,-58,-48,-59,-61,-50,-40,-32,-31,-78,-80,-85,-55,-61,-102,-72,-53,-32
12/08/2009,16,15,0.95625,-29,-31,-16,-34,-20,-14,-8,-43,-31,-32,-34,-37,-13,-5,-32,-41,-36,-40,-24,-24,-8,7,5,25,11,8,-18,0,23,24,-19,-29,-26,-26,-20,-17,-3,-2,-20,-17,-17,-19,-11,29,6,-4,-39,-30,-27,-46,-50,-42,-35,-29,-33,-54,-59,-70,-46,-53,-91,-64,-53,-36
12/08/2009,16,15,0.9625,-31,-37,-31,-58,-48,-39,-27,-39,-27,-45,-54,-55,-36,-25,-13,-38,-43,-51,-41,-41,-29,-24,-20,-1,-22,-22,-50,-30,-25,11,-62,-60,-56,-60,-54,-47,-31,-21,-40,-40,-34,-49,-23,30,-14,-31,-45,-32,-30,-55,-65,-62,-60,-51,-56,-64,-65,-81,-63,-63,-83,-53,-45,-32
12/08/2009,16,15,0.96875,-45,-50,-49,-90,-77,-63,-46,-42,-35,-55,-75,-76,-64,-41,-20,-42,-51,-63,-62,-65,-50,-14,-17,6,-16,-17,-49,-30,-2,6,-55,-62,-50,-54,-53,-44,-36,-15,-30,-38,-19,-26,-30,25,-15,-46,-51,-41,-34,-58,-70,-75,-74,-69,-70,-65,-68,-84,-79,-82,-84,-54,-43,-30
12/08/2009,16,15,0.975,-37,-44,-36,-71,-58,-50,-41,-45,-38,-51,-67,-70,-67,-43,-33,-44,-48,-63,-66,-73,-59,5,-4,16,-6,-6,-31,-12,18,5,-54,-42,-33,-34,-34,-30,-21,2,-31,-19,-23,13,-15,-2,-7,-33,-42,-38,-36,-50,-66,-71,-69,-67,-65,-54,-60,-74,-73,-77,-82,-54,-43,-24
12/08/2009,16,15,0.98125,-33,-41,-32,-60,-45,-35,-27,-42,-38,-50,-63,-63,-59,-34,-27,-44,-51,-63,-65,-72,-56,-14,-3,18,-7,-5,-28,-13,11,11,-46,-43,-34,-35,-31,-28,-20,-10,-37,-24,-39,-5,-13,-14,-15,-43,-56,-52,-51,-60,-73,-74,-73,-73,-71,-81,-80,-86,-77,-73,-88,-60,-43,-32
12/08/2009,16,15,0.9875,-37,-38,-30,-54,-42,-33,-31,-49,-37,-47,-56,-55,-55,-37,-36,-49,-51,-62,-60,-72,-61,-3,-11,13,6,5,-29,-21,3,25,-28,-42,-27,-29,-33,-29,-29,-10,-34,-31,-22,-30,-9,-14,-8,-45,-63,-57,-46,-62,-73,-79,-79,-79,-77,-96,-87,-94,-89,-93,-106,-73,-52,-60
12/08/2009,16,15,0.99375,-23,-32,-24,-50,-48,-43,-48,-46,-39,-52,-62,-62,-69,-65,-47,-60,-63,-76,-79,-89,-83,11,-19,-6,11,10,-41,-36,-18,27,-36,-54,-43,-46,-52,-46,-51,-30,-19,-61,-7,-76,-11,17,-31,-56,-92,-78,-68,-86,-98,-105,-105,-100,-95,-112,-106,-115,-112,-116,-124,-90,-70,-88
12/08/2009,16,15,1,-32,-58,-53,-81,-81,-71,-71,-55,-71,-78,-92,-86,-90,-85,-69,-87,-87,-101,-100,-102,-95,-12,-21,2,-3,-4,-50,-37,-17,15,-60,-67,-57,-61,-61,-52,-54,-41,-26,-70,-45,-80,-33,15,-54,-66,-109,-95,-83,-98,-101,-103,-100,-93,-86,-121,-115,-110,-98,-93,-135,-94,-68,-89
